captured_at,capture_season,capture_week,source,year,team,conference,rating,ranking,secondOrderWins,sos,offense_ranking,offense_rating,offense_success,offense_explosiveness,offense_rushing,offense_passing,offense_standardDowns,offense_passingDowns,offense_runRate,offense_pace,defense_ranking,defense_rating,defense_success,defense_explosiveness,defense_rushing,defense_passing,defense_standardDowns,defense_passingDowns,defense_havoc,specialTeams_rating
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,Ball State,Mid-American,-25.1,133,,,135,12.2,,,,,,,,,129,36.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,Sam Houston,Conference USA,-26,134,,,131,14.2,,,,,,,,,134,39.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,Middle Tennessee,Conference USA,-26.5,135,,,134,13.8,,,,,,,,,136,40.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,UL Monroe,Sun Belt,-28.9,136,,,136,11.9,,,,,,,,,135,40.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,Georgia State,Sun Belt,-29.3,137,,,127,14.8,,,,,,,,,138,43.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,Massachusetts,Mid-American,-32.9,138,,,138,8.8,,,,,,,,,137,41.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-21T18:47:07+00:00,2026,1,sp_plus,2026,nationalAverages,,-0.5246376811594203,,,,,25.655797101449277,,,,,,,,,,26.194927536231884,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.010869565217391304
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Ohio State,Big Ten,32.7,1,,,2,41,,,,,,,,,1,8.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Oregon,Big Ten,29.2,2,,,1,41.1,,,,,,,,,2,12.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Notre Dame,FBS Independents,26.5,3,,,3,40.6,,,,,,,,,9,14.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Georgia,SEC,26.4,4,,,5,38.7,,,,,,,,,5,12.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Indiana,Big Ten,25.8,5,,,7,37.8,,,,,,,,,4,12.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Texas,SEC,22.8,6,,,9,37.3,,,,,,,,,10,14.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Miami,ACC,22,7,,,12,35,,,,,,,,,7,13.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Texas Tech,Big 12,21.8,8,,,10,36.6,,,,,,,,,11,15,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Texas A&M,SEC,20.9,9,,,8,37.6,,,,,,,,,14,16.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,LSU,SEC,20.4,10,,,21,32.6,,,,,,,,,3,12.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Oklahoma,SEC,18.8,11,,,25,32.1,,,,,,,,,8,13.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,USC,Big Ten,17.7,12,,,6,38,,,,,,,,,28,19.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Alabama,SEC,17.6,13,,,32,31,,,,,,,,,6,13,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Tennessee,SEC,17.3,14,,,4,39.3,,,,,,,,,44,22.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Michigan,Big Ten,17,15,,,16,33.2,,,,,,,,,12,15.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Ole Miss,SEC,16.5,16,,,11,35.2,,,,,,,,,26,19.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.7
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Penn State,Big Ten,16.2,17,,,14,33.9,,,,,,,,,22,18.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Washington,Big Ten,15.8,18,,,18,33,,,,,,,,,17,17,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Missouri,SEC,15.4,19,,,24,32.3,,,,,,,,,14,16.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Florida,SEC,15.2,20,,,40,30.4,,,,,,,,,12,15.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,BYU,Big 12,14.9,21,,,19,32.9,,,,,,,,,22,18.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Iowa,Big Ten,14.6,22,,,35,30.8,,,,,,,,,16,16.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Clemson,ACC,13.1,23,,,46,29.8,,,,,,,,,18,17.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,South Carolina,SEC,12.6,24,,,41,30.2,,,,,,,,,21,18.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,SMU,ACC,12.1,25,,,22,32.5,,,,,,,,,29,20.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Auburn,SEC,11.5,26,,,55,28.5,,,,,,,,,19,17.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Louisville,ACC,11.1,27,,,38,30.7,,,,,,,,,27,19.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Illinois,Big Ten,10.4,28,,,26,32,,,,,,,,,41,22.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Vanderbilt,SEC,9.8,29,,,15,33.3,,,,,,,,,56,24.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Utah,Big 12,9.8,29,,,27,31.9,,,,,,,,,41,22.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Arizona,Big 12,9.5,31,,,31,31.1,,,,,,,,,35,21.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,TCU,Big 12,9.4,32,,,29,31.4,,,,,,,,,37,21.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Nebraska,Big Ten,9.3,33,,,42,30,,,,,,,,,31,20.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Kansas State,Big 12,9.2,34,,,22,32.5,,,,,,,,,50,23.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Florida State,ACC,9.1,35,,,46,29.8,,,,,,,,,30,20.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Virginia Tech,ACC,8.6,36,,,38,30.7,,,,,,,,,38,21.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Virginia,ACC,8.1,37,,,62,26.9,,,,,,,,,24,18.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Houston,Big 12,7.4,38,,,34,30.9,,,,,,,,,46,23.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Oklahoma State,Big 12,6.9,39,,,44,29.9,,,,,,,,,48,23.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Minnesota,Big Ten,6.2,40,,,69,25.7,,,,,,,,,25,19,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Pittsburgh,ACC,6.2,40,,,42,30,,,,,,,,,54,23.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Georgia Tech,ACC,5.9,42,,,54,28.7,,,,,,,,,48,23.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,NC State,ACC,5.7,43,,,32,31,,,,,,,,,59,24.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Arkansas,SEC,5.6,44,,,13,34.4,,,,,,,,,90,29,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Duke,ACC,5.6,44,,,20,32.8,,,,,,,,,81,27.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UCLA,Big Ten,5.4,46,,,48,29.1,,,,,,,,,51,23.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Maryland,Big Ten,5.2,47,,,63,26.8,,,,,,,,,39,22,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Kentucky,SEC,5.2,47,,,65,26.3,,,,,,,,,34,21.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Northwestern,Big Ten,5.1,49,,,71,25.3,,,,,,,,,31,20.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Boise State,Pac-12,5.1,49,,,49,29,,,,,,,,,51,23.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Arizona State,Big 12,4.9,51,,,61,27.4,,,,,,,,,39,22,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Mississippi State,SEC,4.8,52,,,35,30.8,,,,,,,,,74,26.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Baylor,Big 12,3.8,53,,,27,31.9,,,,,,,,,89,28.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Wisconsin,Big Ten,3.8,53,,,100,21.6,,,,,,,,,20,17.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UNLV,Mountain West,3.6,55,,,29,31.4,,,,,,,,,84,28,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,North Carolina,ACC,3.5,56,,,79,24.3,,,,,,,,,35,21.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Wake Forest,ACC,3.4,57,,,80,24.2,,,,,,,,,31,20.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Kansas,Big 12,3.3,58,,,52,28.8,,,,,,,,,69,26.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Cincinnati,Big 12,3,59,,,51,28.9,,,,,,,,,69,26.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,California,ACC,3,59,,,52,28.8,,,,,,,,,64,25.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Rutgers,Big Ten,2.7,61,,,35,30.8,,,,,,,,,86,28.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Michigan State,Big Ten,2.2,62,,,58,27.7,,,,,,,,,61,25.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UCF,Big 12,1.7,63,,,80,24.2,,,,,,,,,43,22.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Navy,American Athletic,1.2,64,,,57,27.8,,,,,,,,,77,26.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,San Diego State,Pac-12,0.7,65,,,85,24.1,,,,,,,,,55,24,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Colorado,Big 12,0.7,65,,,66,26.1,,,,,,,,,60,25,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Memphis,American Athletic,0.3,67,,,49,29,,,,,,,,,92,29.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,New Mexico,Mountain West,0,68,,,70,25.6,,,,,,,,,69,26.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Iowa State,Big 12,-0.4,69,,,96,22.4,,,,,,,,,47,23.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,James Madison,Sun Belt,-0.9,70,,,64,26.7,,,,,,,,,79,27.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UTSA,American Athletic,-1.1,71,,,44,29.9,,,,,,,,,101,31.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,West Virginia,Big 12,-1.3,72,,,71,25.3,,,,,,,,,75,26.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Fresno State,Pac-12,-1.4,73,,,103,21,,,,,,,,,44,22.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,South Florida,American Athletic,-1.7,74,,,56,28.1,,,,,,,,,94,29.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,North Dakota State,Mountain West,-1.8,75,,,85,24.1,,,,,,,,,68,25.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Syracuse,ACC,-1.9,76,,,90,23.3,,,,,,,,,65,25.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Texas State,Pac-12,-2.1,77,,,16,33.2,,,,,,,,,124,35.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Purdue,Big Ten,-2.2,78,,,80,24.2,,,,,,,,,78,27,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Stanford,ACC,-2.3,79,,,94,22.5,,,,,,,,,56,24.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,East Carolina,American Athletic,-2.3,79,,,85,24.1,,,,,,,,,73,26.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Army,American Athletic,-2.4,81,,,74,24.8,,,,,,,,,79,27.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Boston College,ACC,-2.5,82,,,77,24.7,,,,,,,,,82,27.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Hawai'i,Mountain West,-2.6,83,,,68,25.9,,,,,,,,,91,29.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Air Force,Mountain West,-3.2,84,,,74,24.8,,,,,,,,,85,28.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Miami (OH),Mid-American,-4,85,,,112,19.2,,,,,,,,,53,23.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Washington State,Pac-12,-4.3,86,,,107,20.4,,,,,,,,,58,24.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Tulane,American Athletic,-4.3,86,,,91,22.8,,,,,,,,,82,27.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Liberty,Conference USA,-5.3,88,,,67,26,,,,,,,,,101,31.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Oregon State,Pac-12,-5.6,89,,,101,21.2,,,,,,,,,69,26.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Western Michigan,Mid-American,-6,90,,,109,19.6,,,,,,,,,62,25.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Florida Atlantic,American Athletic,-6.1,91,,,58,27.7,,,,,,,,,116,34.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Tulsa,American Athletic,-6.1,91,,,80,24.2,,,,,,,,,99,30.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Old Dominion,Sun Belt,-6.9,93,,,109,19.6,,,,,,,,,67,25.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Western Kentucky,Conference USA,-7.3,94,,,80,24.2,,,,,,,,,104,32,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Jacksonville State,Conference USA,-7.8,95,,,74,24.8,,,,,,,,,104,32,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Utah State,Pac-12,-7.9,96,,,89,23.4,,,,,,,,,98,30.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Troy,Sun Belt,-8,97,,,94,22.5,,,,,,,,,97,30.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Marshall,Sun Belt,-8.2,98,,,60,27.6,,,,,,,,,127,36,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Louisiana Tech,Sun Belt,-9.1,99,,,99,21.9,,,,,,,,,100,31,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Temple,American Athletic,-9.1,99,,,73,25,,,,,,,,,117,34.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Toledo,Mid-American,-9.1,99,,,114,17.9,,,,,,,,,75,26.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Louisiana,Sun Belt,-10.6,102,,,78,24.4,,,,,,,,,119,34.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Georgia Southern,Sun Belt,-10.8,103,,,93,22.7,,,,,,,,,110,33.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Wyoming,Mountain West,-10.8,103,,,122,15.5,,,,,,,,,65,25.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,North Texas,American Athletic,-11.6,105,,,88,23.7,,,,,,,,,121,35,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Arkansas State,Sun Belt,-11.6,105,,,97,22.1,,,,,,,,,113,33.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Colorado State,Pac-12,-11.6,105,,,118,16.8,,,,,,,,,87,28.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.1
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Nevada,Mountain West,-11.7,108,,,116,17.6,,,,,,,,,95,29.7,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.4
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Ohio,Mid-American,-11.8,109,,,132,14.1,,,,,,,,,63,25.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UConn,FBS Independents,-11.9,110,,,108,19.9,,,,,,,,,107,32.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,App State,Sun Belt,-12.7,111,,,104,20.8,,,,,,,,,114,33.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Buffalo,Mid-American,-12.7,111,,,124,15.3,,,,,,,,,88,28.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.6
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Kennesaw State,Conference USA,-12.9,113,,,111,19.5,,,,,,,,,103,31.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Delaware,Conference USA,-12.9,113,,,91,22.8,,,,,,,,,124,35.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Florida International,Conference USA,-14.5,115,,,102,21.1,,,,,,,,,123,35.3,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,South Alabama,Sun Belt,-14.6,116,,,98,22,,,,,,,,,126,35.9,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.7
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Coastal Carolina,Sun Belt,-14.7,117,,,105,20.6,,,,,,,,,120,34.8,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Bowling Green,Mid-American,-15,118,,,133,13.9,,,,,,,,,92,29.2,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.3
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Central Michigan,Mid-American,-15.1,119,,,122,15.5,,,,,,,,,96,30.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Rice,American Athletic,-15.3,120,,,119,16.7,,,,,,,,,108,32.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,San José State,Mountain West,-15.7,121,,,113,18.3,,,,,,,,,110,33.5,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Eastern Michigan,Mid-American,-16.1,122,,,117,17.2,,,,,,,,,109,33.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",0
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,Northern Illinois,Mountain West,-17.2,123,,,125,15.2,,,,,,,,,106,32.1,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.2
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,UAB,American Athletic,-17.5,124,,,105,20.6,,,,,,,,,130,37.6,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.5
2026-08-25T14:27:48+00:00,2026,1,sp_plus,2026,New Mexico State,Conference USA,-18.5,125,,,121,15.9,,,,,,,,,117,34.4,,,,,,,"{'total': None, 'frontSeven': None, 'db': None}",-0.1
